id,ACTION
1,0.8235648097621625
2,0.9930080058594553
3,0.9984228545472549
4,0.9971193563350157
5,0.9996770616310519
6,0.9976018537115025
7,0.8593394217061653
8,0.9999944325080309
9,0.30304474583095126
10,0.9128911690950288
11,0.9979843315758996
12,0.9132895289863963
13,0.9996904454974763
14,0.02842164306961444
15,0.9349991994767447
16,0.9518526588936097
17,0.011335454755061121
18,0.49729004818935707
19,0.999931856414294
20,0.9999772096008881
21,0.9999354558311573
22,0.9319050617099366
23,0.9999322065869475
24,0.9445730892586147
25,0.9999909251424323
26,0.7793486839808657
27,0.978032200946419
28,0.9987189714706891
29,0.9934457765592585
30,0.5323069090114599
31,0.9931588546335117
32,0.9887699266685537
33,0.9871533453269503
34,0.9966774629064954
35,0.9897091821799643
36,0.9982360070068502
37,0.9406615475713052
38,0.9998038605302131
39,0.9873153912768207
40,0.8530681543076313
41,0.06480776411539253
42,0.9995200608985202
43,0.9905584630192735
44,0.9993005938858512
45,0.9998703157759248
46,0.9712605809485038
47,0.999873827759887
48,0.9980650991006582
49,0.9999984115035567
50,0.9766163648550313
51,0.745275630187499
52,0.992978472162128
53,0.8032438133210261
54,0.9995071303551719
55,0.9999123409231627
56,0.9999616456387473
57,0.939545491841909
58,0.9987278258758494
59,0.9980988538493999
60,0.9999245816133433
61,0.9998095330453787
62,0.9999475375313535
63,0.9876092879078143
64,0.9996759314903302
65,0.999869358318916
66,0.995147196377472
67,0.9952785971095061
68,0.9999138816920434
69,0.9871884489419078
70,0.04585064454674525
71,0.9985172096281915
72,0.9962467904707226
73,0.9999117765395193
74,0.9987528779020414
75,0.997714107500843
76,0.9971688696649185
77,0.9995606423672547
78,0.9753228397897364
79,0.1831980871087915
80,0.9993322366635953
81,0.9999148136652476
82,0.9992355265509436
83,0.9970908591817905
84,0.9997145808127347
85,0.9967995706617024
86,0.9985810683981772
87,0.9988295027374231
88,0.999475370828124
89,0.9990759144530789
90,0.7836906245221495
91,0.9762604950054952
92,0.054593873120738566
93,0.9999296593325429
94,0.9976563021153084
95,0.9967168538599441
96,0.999989120450796
97,0.23452055653031845
98,0.9969436230851778
99,0.9958064816859812
100,0.9999695045785209
101,0.9650166006758081
102,0.9324982370940124
103,0.9970357446740536
104,0.9448110620229522
105,0.502440388273534
106,0.9919939343135304
107,0.9989656738767037
108,0.9955058409326107
109,0.9989117354554257
110,0.9979294955253961
111,0.7226260813557062
112,0.998417749408184
113,0.9814153480970303
114,0.999947252400563
115,0.9951838901977986
116,0.8792187246614205
117,0.4394128943992483
118,0.999709159403186
119,0.9999868169156519
120,0.9972334587654147
121,0.8729801775689053
122,0.9998486925745641
123,0.924271303800802
124,0.9999602361594392
125,0.998716779267276
126,0.5670831973977052
127,0.6133865305701979
128,0.8081875107075306
129,0.9996791774565785
